pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
50,c,82,2,20,c,1,2.41648850007914,None,20,2,82,2,,,,,215.78522720001638,,215.7699619999621,215.78522720001638,216.76845890004188,216.76845890004188,216.76845890004188,216.76845890004188,216.78503530006856,217.76850380003452,217.76850380003452,220.18617060012184,c,1,2.41648850007914,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
-150,z,83,3,20,z,1,1.454250699840486,None,20,3,83,3,,,,,220.20156219997443,,220.18696180009283,220.20156219997443,221.2017512000166,221.2017512000166,221.2017512000166,221.2017512000166,221.2017512000166,222.20142629998736,222.20142629998736,223.66921620001085,z,1,1.454250699840486,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
-50,x,84,0,21,c,0,1.7866086000576615,None,21,0,84,0,,,,,223.68480839999393,,223.6698201999534,223.68480839999393,224.66845529992133,224.66845529992133,224.66845529992133,224.66845529992133,224.68532430008054,225.6687835000921,225.6687835000921,227.46928979991935,c,0,1.7866086000576615,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
150,v,85,1,21,v,1,2.4028191999532282,None,21,1,85,1,,,,,227.4850945000071,,227.46983680012636,227.4850945000071,228.46876650000922,228.46876650000922,228.46876650000922,228.46876650000922,228.48519270005636,229.46827280009165,229.46827280009165,231.88560759997927,v,1,2.4028191999532282,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
50,c,86,2,21,v,0,1.8087172000668943,None,21,2,86,2,,,,,231.9014755000826,,231.88610549992882,231.9014755000826,232.88506980007514,232.88506980007514,232.88506980007514,232.88506980007514,232.90180260012858,233.88499499997124,233.88499499997124,235.70235410006717,v,0,1.8087172000668943,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
-150,z,87,3,21,z,1,0.5730351000092924,None,21,3,87,3,,,,,235.71816850011237,,235.70299690007232,235.71816850011237,236.71854060003534,236.71854060003534,236.71854060003534,236.71854060003534,236.71854060003534,237.70186250004917,237.70186250004917,238.2855625001248,z,1,0.5730351000092924,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
-50,x,88,0,22,x,1,0.6401509998831898,None,22,0,88,0,,,,,238.30175370001234,,238.28617090010084,238.30175370001234,239.2851313999854,239.2851313999854,239.2851313999854,239.2851313999854,239.30176159995608,240.28507310012355,240.28507310012355,240.93603649991564,x,1,0.6401509998831898,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
150,v,89,1,22,v,1,0.990451600169763,None,22,1,89,1,,,,,240.95166789996438,,240.93683589994907,240.95166789996438,241.93493300001137,241.93493300001137,241.93493300001137,241.93493300001137,241.95153319998644,242.95208889991045,242.95208889991045,243.95303880004212,v,1,0.990451600169763,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
50,c,90,2,22,c,1,2.378329199971631,None,22,2,90,2,,,,,243.9685782000888,,243.95367439999245,243.9685782000888,244.9683882999234,244.9683882999234,244.9683882999234,244.9683882999234,244.9683882999234,245.96856219996698,245.96856219996698,248.3525088999886,c,1,2.378329199971631,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
-150,z,91,3,22,z,1,2.5688851999584585,None,22,3,91,3,,,,,248.3683853999246,,248.35304920002818,248.3683853999246,249.35181459994055,249.35181459994055,249.35181459994055,249.35181459994055,249.36867829994299,250.36831389996223,250.36831389996223,252.95258849998936,z,1,2.5688851999584585,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
-50,x,92,0,23,x,1,1.4762355999555439,None,23,0,92,0,,,,,252.96836800011806,,252.95333139994182,252.96836800011806,253.9517477999907,253.9517477999907,253.9517477999907,253.9517477999907,253.96857669996098,254.9519315001089,254.9519315001089,256.43585100001656,x,1,1.4762355999555439,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
150,v,93,1,23,v,1,1.7820300001185387,None,23,1,93,1,,,,,256.4517751999665,,256.4366033000406,256.4517751999665,257.4349402000662,257.4349402000662,257.4349402000662,257.4349402000662,257.4515939000994,258.4351475001313,258.4351475001313,260.21955529996194,v,1,1.7820300001185387,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
50,c,94,2,23,c,1,1.4539051000028849,None,23,2,94,2,,,,,260.23497670004144,,260.22032859991305,260.23497670004144,261.235233000014,261.235233000014,261.235233000014,261.235233000014,261.235233000014,262.2184290001169,262.2184290001169,263.6863265999127,c,1,1.4539051000028849,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
-150,z,95,3,23,z,1,0.7747444999404252,None,23,3,95,3,,,,,263.70170370000415,,263.68716070009395,263.70170370000415,264.7017602000851,264.7017602000851,264.7017602000851,264.7017602000851,264.7017602000851,265.7020710001234,265.7020710001234,266.4859209000133,z,1,0.7747444999404252,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
-50,x,96,0,24,x,1,0.5682720998302102,None,24,0,96,0,,,,,266.5015797999222,,266.48665370000526,266.5015797999222,267.50213750009425,267.50213750009425,267.50213750009425,267.50213750009425,267.50213750009425,268.4850306001026,268.4850306001026,269.0692600000184,x,1,0.5682720998302102,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
150,v,97,1,24,v,1,0.6503923998679966,None,24,1,97,1,,,,,269.085344000021,,269.0699267000891,269.085344000021,270.06832100008614,270.06832100008614,270.06832100008614,270.06832100008614,270.08491210010834,271.0852107000537,271.0852107000537,271.7525498000905,v,1,0.6503923998679966,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
50,c,98,2,24,c,1,1.8006963999941945,None,24,2,98,2,,,,,271.7683355000336,,271.75314439996146,271.7683355000336,272.7517610001378,272.7517610001378,272.7517610001378,272.7517610001378,272.7686084001325,273.75200959993526,273.75200959993526,275.5690957000479,c,1,1.8006963999941945,None,,,,,Partcipant-2,001,2025-10-02_15h14.42.449,untitled,,2025.1.1,60.022388339650966,2025-10-02 15h14.52.098516 +0530,
