pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
-150,z,54,54,15,z,1,0.4819403,None,,,,,15,54,54,3,410.3421671,,410.3269136,410.3421671,411.3419069,411.3419069,411.3419069,411.3419069,411.3419069,412.3254179,412.3254179,412.8093952,,,,,z,1,0.4819403,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-150,z,55,55,16,z,1,0.4165029,None,,,,,16,55,55,3,412.8253322,,412.8099235,412.8253322,413.8088641,413.8088641,413.8088641,413.8088641,413.8254336,414.8087345,414.8087345,415.2264096,,,,,z,1,0.4165029,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
150,v,56,56,14,v,1,0.2878704,None,,,,,14,56,56,1,415.2423861,,415.227333,415.2423861,416.2418888,416.2418888,416.2418888,416.2418888,416.2418888,417.242006,417.242006,417.5429965,,,,,v,1,0.2878704,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-150,z,57,57,17,z,1,0.6762703,None,,,,,17,57,57,3,417.5587186,,417.5438053,417.5587186,418.5421162,418.5421162,418.5421162,418.5421162,418.5586995,419.5421485,419.5421485,420.226093,,,,,z,1,0.6762703,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-50,x,58,58,8,x,1,0.8553436,None,,,,,8,58,58,0,420.2419771,,420.2266851,420.2419771,421.2254307,421.2254307,421.2254307,421.2254307,421.2421221,422.2417445,422.2417445,423.1088414,,,,,x,1,0.8553436,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
150,v,59,59,15,v,1,0.6351616,None,,,,,15,59,59,1,423.1248616,,423.1093883,423.1248616,424.1086631,424.1086631,424.1086631,424.1086631,424.1254034,425.1085354,425.1085354,425.7591874,,,,,v,1,0.6351616,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-150,z,60,60,18,z,1,0.5526195,None,,,,,18,60,60,3,425.7752941,,425.759758,425.7752941,426.7588296,426.7588296,426.7588296,426.7588296,426.7754373,427.7587438,427.7587438,428.3262057,,,,,z,1,0.5526195,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
150,v,61,61,16,v,1,0.6232593,None,,,,,16,61,61,1,428.3421031,,428.32677,428.3421031,429.3253373,429.3253373,429.3253373,429.3253373,429.3422147,430.34219,430.34219,430.9763505,,,,,v,1,0.6232593,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-50,x,62,62,9,x,1,1.4481651,None,,,,,9,62,62,0,430.9919172,,430.9769977,430.9919172,431.9754455,431.9754455,431.9754455,431.9754455,431.9920411,432.991903,432.991903,434.442916,,,,,x,1,1.4481651,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-50,x,63,63,10,x,1,1.2022409,None,,,,,10,63,63,0,434.4586955,,434.4437776,434.4586955,435.4420809,435.4420809,435.4420809,435.4420809,435.4584084,436.4419721,436.4419721,437.6595917,,,,,x,1,1.2022409,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-50,x,64,64,11,x,1,0.5703169,None,,,,,11,64,64,0,437.6753566,,437.660231,437.6753566,438.6588127,438.6588127,438.6588127,438.6588127,438.6757234,439.6587525,439.6587525,440.2431622,,,,,x,1,0.5703169,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
50,c,65,65,17,v,0,1.0010941,None,,,,,17,65,65,2,440.2585173,,440.2439545,440.2585173,441.2586564,441.2586564,441.2586564,441.2586564,441.2586564,442.2588722,442.2588722,443.2762549,,,,,v,0,1.0010941,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-150,z,66,66,19,z,1,0.3565485,None,,,,,19,66,66,3,443.292091,,443.2770919,443.292091,444.2920639,444.2920639,444.2920639,444.2920639,444.2920639,445.2919466,445.2919466,445.6596509,,,,,z,1,0.3565485,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-50,x,67,67,12,z,0,0.6271691,None,,,,,12,67,67,0,445.6754018,,445.6602107,445.6754018,446.6761728,446.6761728,446.6761728,446.6761728,446.6761728,447.6753887,447.6753887,448.3096798,,,,,z,0,0.6271691,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-50,x,68,68,13,x,1,0.5472814,None,,,,,13,68,68,0,448.3257367,,448.3102181,448.3257367,449.3088228,449.3088228,449.3088228,449.3088228,449.3253958,450.3251333,450.3251333,450.8763705,,,,,x,1,0.5472814,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
150,v,69,69,17,v,1,0.6840644,None,,,,,17,69,69,1,450.892162,,450.8770998,450.892162,451.8921784,451.8921784,451.8921784,451.8921784,451.8921784,452.8754936,452.8754936,453.5763431,,,,,v,1,0.6840644,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
150,v,70,70,18,v,1,0.6807202,None,,,,,18,70,70,1,453.592159,,453.5769366,453.592159,454.5919682,454.5919682,454.5919682,454.5919682,454.5919682,455.5753975,455.5753975,456.2592681,,,,,v,1,0.6807202,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-50,x,71,71,14,x,1,1.2684714,None,,,,,14,71,71,0,456.2754643,,456.2598005,456.2754643,457.2589729,457.2589729,457.2589729,457.2589729,457.2755711,458.2588891,458.2588891,459.5427118,,,,,x,1,1.2684714,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
50,c,72,72,18,c,1,1.0338982,None,,,,,18,72,72,2,459.5586798,,459.5432342,459.5586798,460.5422546,460.5422546,460.5422546,460.5422546,460.5585109,461.5423154,461.5423154,462.5929364,,,,,c,1,1.0338982,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
50,c,73,73,19,c,1,0.5224007,None,,,,,19,73,73,2,462.6085891,,462.5935586,462.6085891,463.6086452,463.6086452,463.6086452,463.6086452,463.6086452,464.592114,464.592114,465.1264256,,,,,c,1,0.5224007,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
50,c,74,74,20,c,1,0.8125889,None,,,,,20,74,74,2,465.1417791,,465.1271389,465.1417791,466.1422725,466.1422725,466.1422725,466.1422725,466.1422725,467.1420555,467.1420555,467.9594859,,,,,c,1,0.8125889,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-150,z,75,75,20,z,1,0.5811746,None,,,,,20,75,75,3,467.9755146,,467.9600797,467.9755146,468.9584133,468.9584133,468.9584133,468.9584133,468.9753472,469.9749267,469.9749267,470.5583827,,,,,z,1,0.5811746,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-150,z,76,76,21,z,1,0.5971303,None,,,,,21,76,76,3,470.5746872,,470.5586094,470.5746872,471.5579047,471.5579047,471.5579047,471.5579047,471.5747746,472.5579212,472.5579212,473.1584218,,,,,z,1,0.5971303,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-50,x,77,77,15,x,1,0.7259213,None,,,,,15,77,77,0,473.1748772,,473.1587549,473.1748772,474.1579886,474.1579886,474.1579886,474.1579886,474.1748301,475.158704,475.158704,475.8931899,,,,,x,1,0.7259213,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-150,z,78,78,22,z,1,1.8094279,None,,,,,22,78,78,3,475.9087463,,475.8938774,475.9087463,476.9087108,476.9087108,476.9087108,476.9087108,476.9087108,477.9084745,477.9084745,479.7262966,,,,,z,1,1.8094279,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-150,z,79,79,23,z,1,0.6445041,None,,,,,23,79,79,3,479.7423397,,479.7268964,479.7423397,480.7421825,480.7421825,480.7421825,480.7421825,480.7421825,481.7417747,481.7417747,482.3926049,,,,,z,1,0.6445041,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
150,v,80,80,19,v,1,0.6278518,None,,,,,19,80,80,1,482.4086374,,482.3931602,482.4086374,483.3921935,483.3921935,483.3921935,483.3921935,483.4087193,484.3922879,484.3922879,485.0260281,,,,,v,1,0.6278518,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
150,v,81,81,20,v,1,0.6174702,None,,,,,20,81,81,1,485.0421855,,485.0265562,485.0421855,486.0253054,486.0253054,486.0253054,486.0253054,486.0419479,487.0254087,487.0254087,487.6596435,,,,,v,1,0.6174702,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-50,x,82,82,16,x,1,1.115382,None,,,,,16,82,82,0,487.675601,,487.6602512,487.675601,488.6587775,488.6587775,488.6587775,488.6587775,488.6754041,489.6587225,489.6587225,490.7761681,,,,,x,1,1.115382,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-50,x,83,83,17,x,1,0.8468794,None,,,,,17,83,83,0,490.7923192,,490.7767516,490.7923192,491.7919005,491.7919005,491.7919005,491.7919005,491.7919005,492.7920604,492.7920604,493.6430095,,,,,x,1,0.8468794,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-50,x,84,84,18,x,1,0.5086037,None,,,,,18,84,84,0,493.658564,,493.6438744,493.658564,494.6587197,494.6587197,494.6587197,494.6587197,494.6587197,495.6420532,495.6420532,496.1595651,,,,,x,1,0.5086037,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
150,v,85,85,21,v,1,0.6889395,None,,,,,21,85,85,1,496.1753249,,496.1603219,496.1753249,497.1586557,497.1586557,497.1586557,497.1586557,497.1754876,498.1591414,498.1591414,498.8595426,,,,,v,1,0.6889395,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
50,c,86,86,21,c,1,1.0132035,None,,,,,21,86,86,2,498.8753964,,498.8603535,498.8753964,499.8588382,499.8588382,499.8588382,499.8588382,499.8752005,500.8587542,500.8587542,501.8763572,,,,,c,1,1.0132035,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
150,v,87,87,22,v,1,1.0949163,None,,,,,22,87,87,1,501.8922942,,501.8770647,501.8922942,502.8921995,502.8921995,502.8921995,502.8921995,502.8921995,503.8920059,503.8920059,504.9929247,,,,,v,1,1.0949163,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-150,z,88,88,24,z,1,0.4877544,None,,,,,24,88,88,3,505.0086618,,504.9934806,505.0086618,506.0086401,506.0086401,506.0086401,506.0086401,506.0086401,507.0088938,507.0088938,507.5097345,,,,,z,1,0.4877544,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-50,x,89,89,19,x,1,0.9015276,None,,,,,19,89,89,0,507.5256217,,507.5103873,507.5256217,508.5252531,508.5252531,508.5252531,508.5252531,508.5252531,509.5085943,509.5085943,510.4262357,,,,,x,1,0.9015276,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
50,c,90,90,22,c,1,1.590108,None,,,,,22,90,90,2,510.4421956,,510.4269797,510.4421956,511.4251605,511.4251605,511.4251605,511.4251605,511.4420096,512.4419832,512.4419832,514.0429732,,,,,c,1,1.590108,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
150,v,91,91,23,v,1,0.5576002,None,,,,,23,91,91,1,514.0585393,,514.0437499,514.0585393,515.0584977,515.0584977,515.0584977,515.0584977,515.0584977,516.0584459,516.0584459,516.6262692,,,,,v,1,0.5576002,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-50,x,92,92,20,x,1,0.6577262,None,,,,,20,92,92,0,516.6420318,,516.6269345,516.6420318,517.6422583,517.6422583,517.6422583,517.6422583,517.6422583,518.6422503,518.6422503,519.3097674,,,,,x,1,0.6577262,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
150,v,93,93,24,v,1,0.6989497,None,,,,,24,93,93,1,519.3255865,,519.3104683,519.3255865,520.3253146,520.3253146,520.3253146,520.3253146,520.3253146,521.325362,521.325362,522.0262737,,,,,v,1,0.6989497,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
50,c,94,94,23,c,1,0.8815784,None,,,,,23,94,94,2,522.0418115,,522.0271316,522.0418115,523.0421751,523.0421751,523.0421751,523.0421751,523.0421751,524.0421085,524.0421085,524.9260992,,,,,c,1,0.8815784,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-50,x,95,95,21,x,1,1.0396144,None,,,,,21,95,95,0,524.9418775,,524.9266225,524.9418775,525.9253699,525.9253699,525.9253699,525.9253699,525.9417912,526.9253893,526.9253893,527.9766124,,,,,x,1,1.0396144,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-50,x,96,96,22,x,1,0.4884741,None,,,,,22,96,96,0,527.9920269,,527.9774351,527.9920269,528.9920516,528.9920516,528.9920516,528.9920516,528.9920516,529.992031,529.992031,530.4928969,,,,,x,1,0.4884741,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-50,x,97,97,23,x,1,0.6467986,None,,,,,23,97,97,0,530.5085519,,530.4935185,530.5085519,531.5085759,531.5085759,531.5085759,531.5085759,531.5085759,532.4917926,532.4917926,533.1426968,,,,,x,1,0.6467986,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
50,c,98,98,24,c,1,1.2821713,None,,,,,24,98,98,2,533.1586729,,533.1432536,533.1586729,534.1589833,534.1589833,534.1589833,534.1589833,534.1589833,535.142502,535.142502,536.4261541,,,,,c,1,1.2821713,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
-50,x,99,99,24,x,1,1.6987647,None,,,,,24,99,99,0,536.4420202,,536.4269174,536.4420202,537.4252804,537.4252804,537.4252804,537.4252804,537.4420284,538.4252929,538.4252929,540.125922,,,,,x,1,1.6987647,None,662741,1,2025-10-02_14h52.53.010,untitled,,2025.1.1,59.85919919,2025-10-02 14h52.55.474713 +0530
